Unnamed: 0,MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
356,20,1978.5061638868744,9248,2,1,18,1,6,6,1992,1992,1,1,4,4,1,106.0,1,1,1,1,560,598,1158,1167,0,1167,2,0,3,1,1,6,1,0,1,1992.0,1,2,400,1,1,1,120,26,0,0,0,0,0,7,2009,1,1,173000
357,120,44.0,4224,1,1,15,4,5,5,1976,1976,1,1,7,7,2,0.0,1,1,1,1,874,268,1142,1142,0,1142,1,1,3,1,2,6,1,1,1,1976.0,3,2,528,1,1,1,536,90,0,0,0,0,0,8,2007,1,1,134000
358,80,92.0,6930,2,1,20,1,5,4,1958,1958,2,1,3,12,1,120.0,2,2,1,4,300,468,1062,1352,0,1352,1,0,3,1,1,6,4,0,3,1958.0,2,1,288,1,1,1,168,0,294,0,0,0,0,7,2006,1,2,130000
359,60,78.0,12011,2,4,4,1,8,5,1998,1998,1,1,1,1,1,530.0,1,1,1,4,956,130,1086,1086,838,1924,2,1,3,1,1,7,1,1,1,1998.0,1,2,592,1,1,1,208,75,0,0,374,0,0,6,2006,1,1,280000
360,85,1978.5061638868744,7540,2,4,5,1,6,6,1978,1978,1,1,1,1,2,0.0,2,1,1,4,773,115,888,912,0,912,1,0,2,1,2,5,1,1,1,1978.0,1,2,470,1,1,1,0,0,0,0,192,0,0,6,2007,1,1,156000
361,50,1978.5061638868744,9144,1,1,9,1,5,5,1940,1982,1,1,2,2,2,0.0,2,2,1,1,399,484,883,988,517,1505,1,0,3,1,2,8,1,0,2,1940.0,2,1,240,1,1,2,0,0,0,0,0,0,0,7,2008,1,1,145000
362,85,64.0,7301,1,3,16,1,7,5,2003,2003,1,1,4,4,1,500.0,5,4,3,5,0,0,0,495,1427,1922,3,0,4,1,1,7,1,1,3,2003.0,1,2,672,1,1,1,0,0,177,0,0,0,0,7,2009,4,1,198500
363,160,21.0,1680,1,1,23,5,6,8,1972,2007,1,1,4,4,1,510.0,2,2,1,1,162,321,483,483,504,987,1,1,2,1,1,5,1,0,2,1972.0,2,1,264,1,1,1,250,0,0,0,0,0,0,5,2009,1,1,118000
364,60,1978.5061638868744,18800,2,2,7,1,6,5,1976,1976,1,1,4,4,1,120.0,1,1,1,3,712,84,796,790,784,1574,2,1,3,1,2,6,1,1,1,1976.0,3,2,566,1,1,1,306,111,0,0,0,0,0,7,2006,1,1,190000
365,70,59.0,10690,1,1,14,1,5,7,1920,1997,2,1,1,1,2,0.0,2,2,4,1,456,216,672,672,672,1344,1,0,3,1,2,6,1,0,2,1964.0,2,1,468,1,2,1,0,128,218,0,0,0,0,7,2009,1,1,147000
366,20,1978.5061638868744,9500,2,1,12,1,6,5,1963,1963,1,1,8,5,1,247.0,2,1,1,1,609,785,1394,1394,0,1394,1,1,3,1,2,6,1,2,1,1963.0,1,2,514,1,1,1,0,76,0,0,185,0,0,7,2009,1,1,159000
367,80,101.0,9150,2,3,12,1,6,5,1962,1962,1,6,8,5,1,305.0,2,1,1,2,371,728,1099,1431,0,1431,1,0,3,1,2,6,1,1,6,1962.0,1,1,296,1,1,1,64,110,0,0,0,0,0,12,2008,1,1,165000
368,20,78.0,7800,1,1,12,1,5,6,1954,1954,1,1,4,4,1,200.0,1,2,1,1,540,728,1268,1268,0,1268,1,0,2,1,2,7,1,1,1,1954.0,3,1,244,1,1,1,0,98,0,0,0,0,0,3,2010,1,1,132000
369,20,1978.5061638868744,9830,2,3,12,1,5,7,1959,2006,1,1,3,6,2,0.0,2,2,1,1,72,733,1063,1287,0,1287,1,0,3,1,1,7,1,1,2,1997.0,3,2,576,1,1,1,364,17,0,0,182,0,0,3,2010,1,1,162000
370,60,1978.5061638868744,8121,2,1,18,1,6,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,0,953,953,953,711,1664,2,1,3,1,2,7,1,1,1,2000.0,1,2,460,1,1,1,100,40,0,0,0,0,0,1,2006,1,1,172400
371,50,80.0,17120,1,1,20,1,4,4,1959,1959,1,1,6,5,2,0.0,2,4,3,5,0,0,0,1120,468,1588,2,0,4,1,2,7,4,1,2,1991.0,3,2,680,1,1,2,0,59,0,0,0,0,0,7,2008,1,1,134432
372,120,50.0,7175,1,1,13,4,6,5,1984,1984,1,1,8,5,2,0.0,2,1,1,1,623,0,744,752,0,752,1,0,2,1,2,4,1,0,1,1984.0,2,1,264,1,1,1,353,0,0,0,90,0,0,2,2010,1,1,125000
373,20,79.0,10634,1,1,12,1,5,6,1953,1953,1,1,2,2,2,0.0,1,2,1,1,428,0,608,1319,0,1319,1,0,3,1,2,5,4,0,1,1953.0,2,1,270,1,1,1,66,0,0,0,0,0,0,11,2009,1,1,123000
374,60,65.0,8200,1,1,1,1,7,5,2003,2004,1,1,1,1,2,0.0,1,1,1,1,0,847,847,847,1081,1928,2,1,4,1,1,8,1,1,3,2003.0,3,2,434,1,1,1,100,48,0,0,0,0,0,7,2007,1,1,219500
375,30,1978.5061638868744,10020,2,1,16,1,1,1,1922,1950,1,1,3,6,2,0.0,3,5,5,2,350,333,683,904,0,904,0,1,1,1,4,4,3,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,3,2009,1,1,61000
376,85,57.0,8846,2,4,1,1,5,5,1996,1996,1,1,1,1,2,0.0,1,1,1,4,298,572,870,914,0,914,1,0,2,1,2,5,1,0,2,1998.0,2,2,576,1,1,1,0,0,0,0,0,0,0,7,2006,1,1,148000
377,60,102.0,11143,2,3,6,1,8,5,2004,2005,1,1,7,7,2,0.0,1,1,1,1,0,1580,1580,1580,886,2466,3,0,4,1,1,8,1,1,1,2004.0,1,2,610,1,1,1,159,214,0,0,0,0,0,12,2007,1,1,340000
378,20,88.0,11394,1,3,19,1,9,2,2010,2010,2,1,1,1,3,350.0,1,3,1,4,1445,411,1856,1856,0,1856,1,1,1,1,3,8,1,1,1,2010.0,3,3,834,1,1,1,113,0,0,0,0,0,0,6,2010,2,3,394432
379,60,60.0,8123,2,1,18,1,6,5,2000,2000,1,1,1,1,1,16.0,1,1,1,1,0,982,982,1007,793,1800,2,1,3,1,2,7,1,1,1,2000.0,3,2,463,1,1,1,100,63,0,0,0,0,0,6,2009,1,1,179000
380,50,50.0,5000,1,1,24,1,5,6,1924,1950,1,1,5,6,2,0.0,3,2,1,1,218,808,1026,1026,665,1691,2,0,3,1,1,6,1,1,2,1924.0,2,1,308,1,1,1,0,0,242,0,0,0,0,5,2010,1,1,127000
381,20,60.0,7200,1,1,6,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,2,1,0,1293,1293,1301,0,1301,2,0,2,1,1,5,1,1,1,2006.0,1,2,572,1,1,1,216,121,0,0,0,0,0,8,2006,2,3,187750
382,60,79.0,9245,2,1,1,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,4,0,939,939,939,858,1797,2,1,3,1,1,8,1,0,1,2006.0,1,2,639,1,1,1,144,53,0,0,0,0,0,4,2007,1,1,213500
383,45,60.0,9000,1,3,13,1,6,3,1928,1950,1,1,3,6,2,0.0,3,5,4,1,0,784,784,784,0,784,1,0,2,1,2,5,1,0,2,1950.0,2,2,360,2,2,2,0,0,91,0,0,0,0,10,2009,1,1,76000
384,60,1978.5061638868744,53107,3,3,20,1,6,5,1992,1992,1,1,4,4,2,0.0,1,1,1,4,985,595,1580,1079,874,1953,2,1,3,1,1,9,1,2,1,1992.0,3,2,501,1,1,1,216,231,0,0,0,0,0,6,2007,1,1,240000
385,120,43.0,3182,1,1,22,4,8,5,2004,2005,1,1,1,1,1,16.0,1,1,1,1,24,1232,1256,1269,0,1269,2,0,2,1,1,6,1,1,1,2004.0,3,2,430,1,1,1,146,20,0,0,144,0,0,4,2010,1,1,192000
386,50,58.0,8410,1,2,16,1,5,3,1910,1996,3,1,3,1,2,0.0,1,2,1,1,0,658,658,658,526,1184,1,0,5,1,2,8,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,151,0,0,0,0,0,5,2006,1,4,81000
387,80,72.0,7200,1,1,16,1,6,6,1976,1976,2,1,2,2,1,255.0,2,2,1,4,631,410,1041,1125,0,1125,1,0,3,1,2,6,1,1,2,1977.0,2,1,352,1,1,1,296,0,0,0,0,0,0,10,2009,1,2,125000
388,20,93.0,9382,2,4,1,1,7,5,1999,2000,1,1,1,1,1,125.0,1,1,1,1,0,1468,1468,1479,0,1479,2,0,3,1,1,6,1,0,1,1999.0,1,2,577,1,1,1,120,25,0,0,0,0,0,7,2008,1,1,191000
389,60,96.0,12474,1,1,11,1,10,5,2007,2008,1,1,1,1,3,272.0,1,3,1,4,1280,402,1682,1742,590,2332,2,1,3,1,3,9,1,1,3,2008.0,3,3,846,1,1,1,196,134,0,0,0,0,0,8,2008,2,3,426000
390,50,50.0,8405,1,1,16,1,5,8,1900,1950,1,1,2,2,2,0.0,3,2,2,1,241,229,861,961,406,1367,1,0,4,1,2,7,1,0,2,1978.0,2,1,384,1,1,1,0,130,112,0,0,0,0,4,2008,1,1,119000
391,60,71.0,12209,2,4,5,1,6,5,2001,2002,1,1,1,1,2,0.0,1,3,1,1,690,114,804,804,1157,1961,2,1,3,1,1,7,1,1,3,2001.0,3,2,560,1,1,1,125,192,0,0,0,0,0,6,2009,1,1,215000
392,20,1978.5061638868744,8339,2,1,12,1,5,7,1959,1959,1,1,2,2,2,0.0,5,4,3,5,0,0,0,882,0,882,1,0,3,1,2,5,1,0,1,1959.0,1,1,294,1,1,1,0,0,0,0,0,0,1200,7,2007,1,1,106500
393,30,1978.5061638868744,7446,1,3,9,1,4,5,1941,1950,1,1,6,3,2,0.0,2,2,1,1,266,522,788,788,0,788,1,0,2,1,2,4,1,2,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2006,1,2,100000
394,50,60.0,10134,1,1,8,1,5,6,1940,1950,1,1,2,2,2,0.0,2,2,1,1,0,735,735,735,299,1034,1,0,2,1,2,5,1,0,2,1940.0,2,1,240,1,1,1,0,39,0,0,0,0,0,7,2007,1,1,109000
395,20,68.0,9571,1,1,16,1,5,6,1956,1956,1,1,3,6,2,0.0,2,2,1,4,739,405,1144,1144,0,1144,1,0,3,1,2,6,1,0,1,1956.0,2,1,596,1,1,1,44,0,0,0,0,0,0,6,2010,1,1,129000
396,20,60.0,7200,1,1,1,1,5,5,1972,1972,2,1,2,2,2,0.0,2,2,1,4,777,117,894,894,0,894,1,0,2,1,2,6,1,0,2,1985.0,1,2,600,1,1,1,215,0,0,0,0,0,0,9,2009,1,1,123000
397,60,69.0,7590,1,1,12,1,5,5,1962,1962,1,1,1,1,1,288.0,2,2,1,1,540,324,864,876,936,1812,2,0,4,1,2,8,1,1,1,1962.0,1,1,264,1,1,1,0,168,0,0,0,0,0,7,2007,1,1,169500
398,30,60.0,8967,1,3,14,1,5,2,1920,1950,1,1,2,2,2,0.0,3,5,5,1,0,961,961,1077,0,1077,1,0,2,1,2,6,6,0,2,1920.0,2,1,338,6,5,2,0,0,0,0,0,0,0,11,2007,1,2,67000
399,60,65.0,8125,1,1,6,1,7,5,2006,2007,1,1,7,7,3,100.0,1,1,1,1,812,280,1092,1112,438,1550,2,0,2,1,1,7,1,0,1,2007.0,3,2,438,1,1,1,0,168,0,0,0,0,0,10,2009,1,1,241000
400,120,38.0,14963,3,1,2,4,8,5,1996,1996,1,1,5,8,2,0.0,1,1,1,1,786,474,1260,1288,0,1288,1,1,1,1,3,4,1,2,1,1996.0,3,2,500,1,1,1,120,30,0,0,224,0,0,12,2008,1,1,245500
401,20,65.0,8767,2,1,1,1,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,4,24,1286,1310,1310,0,1310,2,0,3,1,1,6,1,1,1,2005.0,3,2,400,1,1,1,0,0,0,0,0,0,0,7,2006,2,3,164990
402,30,60.0,10200,1,1,10,1,5,8,1940,1997,1,1,3,6,2,0.0,1,2,1,1,0,672,672,672,0,672,1,0,2,1,2,4,1,0,2,1940.0,2,1,240,1,1,2,168,0,0,0,0,0,0,8,2008,1,1,108000
403,60,93.0,12090,1,3,4,1,8,5,1998,1998,2,1,1,1,1,650.0,1,1,1,1,0,1141,1141,1165,1098,2263,2,1,4,1,1,10,1,1,3,1998.0,3,2,420,1,1,1,144,123,0,0,0,0,0,7,2006,1,2,258000
404,60,1978.5061638868744,10364,2,1,18,1,6,5,1995,1996,1,1,2,2,2,0.0,1,1,1,1,0,806,806,806,766,1572,2,1,3,1,2,7,1,1,3,1995.0,3,2,373,1,1,1,0,40,0,0,0,0,0,5,2007,1,1,168000
405,20,1978.5061638868744,9991,2,3,10,1,4,4,1976,1993,1,1,8,5,2,0.0,2,2,1,1,1116,165,1281,1620,0,1620,2,0,3,1,2,8,2,1,1,1993.0,2,2,490,1,1,1,120,78,0,0,0,0,0,6,2009,1,1,150000
406,50,51.0,10480,1,1,24,1,6,5,1936,1950,1,1,2,2,2,0.0,3,2,1,1,0,1064,1064,1166,0,1639,1,0,3,1,2,6,6,0,2,1936.0,2,1,240,1,1,1,0,0,0,0,0,0,0,3,2008,1,1,115000
407,70,63.0,15576,1,1,3,1,6,7,1915,1976,1,1,3,5,2,0.0,3,1,1,1,0,840,840,840,840,1680,2,0,4,1,2,8,1,0,1,1960.0,2,1,308,1,1,1,0,0,160,0,0,0,0,3,2008,1,1,177000
408,60,109.0,14154,1,3,11,1,7,5,2006,2006,1,1,1,1,1,350.0,1,3,2,1,0,1063,1063,1071,1101,2172,2,1,3,1,1,9,1,1,1,2006.0,1,3,947,1,1,1,192,62,0,0,0,0,0,8,2007,2,3,280000
409,60,85.0,10800,1,1,6,1,8,5,2007,2008,1,1,1,1,3,100.0,1,3,1,1,789,245,1034,1050,1028,2078,2,1,3,1,3,8,1,1,1,2008.0,3,3,836,1,1,1,0,102,0,0,0,0,0,4,2008,2,3,339750
410,20,68.0,9571,1,1,16,1,5,3,1958,1958,1,1,11,11,2,0.0,2,2,4,1,0,1276,1276,1276,0,1276,1,0,3,1,2,5,5,0,1,1958.0,2,1,350,1,1,1,0,0,0,0,0,0,0,6,2009,3,2,60000
411,190,100.0,34650,1,1,18,2,5,5,1955,1955,2,1,3,6,2,0.0,2,2,1,3,1056,0,1056,1056,0,1056,1,0,3,1,2,5,1,0,1,1955.0,3,2,572,1,1,1,264,0,0,0,0,0,0,1,2006,1,1,145000
412,20,1978.5061638868744,4403,3,1,6,1,7,5,2009,2009,1,1,2,2,3,432.0,1,3,1,4,578,892,1470,1478,0,1478,2,1,2,1,1,7,1,1,1,2009.0,3,2,484,1,1,1,0,144,0,0,0,0,0,6,2010,2,3,222000
413,30,56.0,8960,1,1,8,1,5,6,1927,1950,1,1,6,3,2,0.0,2,2,1,1,0,1008,1008,1028,0,1028,1,0,2,1,2,5,1,1,2,1927.0,2,2,360,1,1,1,0,0,130,0,0,0,0,3,2010,1,1,115000
414,60,59.0,11228,3,4,13,1,7,5,1993,1993,1,1,1,1,2,0.0,1,1,1,1,50,499,1080,1080,1017,2097,2,1,3,1,1,9,1,1,1,1993.0,2,3,678,1,1,1,196,187,0,0,0,0,0,12,2008,1,1,228000
415,20,73.0,8899,2,1,18,1,7,5,2007,2007,1,1,1,1,2,0.0,1,1,1,4,24,1316,1340,1340,0,1340,2,0,3,1,1,6,1,0,1,2007.0,3,2,396,1,1,1,100,30,0,0,0,0,0,8,2007,2,3,181134
416,60,74.0,7844,1,1,10,1,6,7,1978,1978,2,1,4,4,1,203.0,2,2,1,1,209,463,672,672,728,1400,1,1,3,1,2,6,1,1,1,1978.0,3,2,440,1,1,1,0,0,0,0,0,0,0,3,2006,1,1,149500
417,70,86.0,22420,2,1,3,1,6,6,1918,1950,2,1,3,9,2,0.0,3,1,1,1,1128,242,1370,1370,1254,2624,2,1,4,1,2,10,1,1,2,1918.0,2,3,864,1,1,2,0,0,0,0,0,0,0,11,2007,1,1,239000
418,50,60.0,8160,1,1,16,1,5,6,1940,1950,1,1,2,2,2,0.0,3,2,1,1,312,444,756,756,378,1134,1,1,3,1,2,7,1,0,2,1940.0,2,1,240,1,1,3,0,0,0,0,0,0,0,4,2007,1,4,126000
419,20,65.0,8450,1,1,12,1,5,6,1968,1968,1,1,1,1,2,0.0,2,2,1,1,775,281,1056,1056,0,1056,1,0,3,1,2,6,1,1,1,1968.0,2,1,304,1,1,1,0,85,184,0,0,0,0,7,2010,1,1,142000
420,90,78.0,7060,1,1,5,3,7,5,1997,1998,1,1,1,1,1,200.0,1,1,2,2,1309,35,1344,1344,0,1344,2,0,2,2,2,8,1,0,1,1997.0,3,4,784,1,1,1,0,0,0,0,0,0,0,11,2008,1,5,206300
421,20,1978.5061638868744,16635,2,2,7,1,6,7,1977,2000,1,1,7,7,3,126.0,2,1,1,1,1246,356,1602,1602,0,1602,2,0,3,1,1,8,1,1,1,1977.0,3,2,529,1,1,1,240,0,0,0,0,0,0,6,2009,1,1,215000
422,20,100.0,21750,1,1,5,1,5,5,1954,1954,2,1,4,4,2,0.0,2,2,1,1,0,988,988,988,0,988,1,0,2,1,2,4,1,0,1,1954.0,1,2,520,1,1,2,0,0,0,0,0,0,0,2,2008,1,1,113000
423,60,80.0,9200,1,1,4,1,8,5,1998,1998,1,1,1,1,1,473.0,1,1,1,1,986,484,1470,1470,1160,2630,2,1,4,1,1,8,1,1,1,1998.0,3,3,696,1,1,1,0,66,0,0,0,0,0,6,2008,1,1,315000
424,20,72.0,9000,1,1,12,1,6,5,1956,1956,1,1,3,6,1,74.0,2,1,1,1,616,580,1196,1196,0,1196,1,0,2,1,2,6,1,1,1,1956.0,1,1,297,1,1,1,0,44,0,0,0,0,0,5,2008,1,1,139000
425,60,60.0,3378,1,1,8,1,7,8,1946,1992,1,1,4,4,2,0.0,2,2,1,1,0,651,651,707,682,1389,1,1,3,1,2,6,1,2,2,1947.0,2,1,240,1,1,3,0,0,126,0,0,0,0,9,2009,1,1,135000
426,80,1978.5061638868744,12800,1,1,13,1,7,5,1989,1989,1,1,3,6,1,145.0,1,1,1,2,1518,0,1518,1644,0,1644,2,0,2,1,1,5,1,1,1,1989.0,3,2,569,1,1,1,80,0,0,0,396,0,0,8,2009,1,1,275000
427,20,77.0,8593,2,1,12,1,4,6,1957,1957,2,1,2,2,2,0.0,2,2,1,1,288,619,907,907,0,907,1,0,3,1,2,5,1,0,2,1964.0,2,1,352,1,1,1,0,0,0,0,0,0,0,7,2008,1,1,109008
428,20,64.0,6762,1,1,1,1,7,5,2007,2007,1,1,1,1,1,108.0,1,1,1,1,664,544,1208,1208,0,1208,2,0,2,1,1,6,1,0,1,2007.0,1,2,628,1,1,1,105,54,0,0,0,0,0,9,2007,2,3,195400
429,20,130.0,11457,2,3,17,1,6,5,1988,1988,1,1,4,4,2,0.0,2,1,1,3,1005,387,1392,1412,0,1412,2,0,3,1,1,6,1,1,1,1988.0,2,2,576,1,1,1,0,0,169,0,0,0,0,3,2009,1,1,175000
430,160,21.0,1680,1,1,23,5,6,5,1971,1971,1,1,4,4,1,232.0,2,2,1,1,387,96,483,483,504,987,1,1,2,1,2,4,1,0,2,1971.0,2,1,264,1,1,1,0,0,0,0,0,0,0,7,2008,3,2,85400
431,50,60.0,5586,2,1,8,1,6,7,1920,1998,1,1,2,2,2,0.0,3,2,1,1,0,901,901,1088,110,1198,1,0,4,1,2,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,98,0,0,0,0,0,9,2008,4,2,79900
432,160,24.0,1920,1,1,23,4,5,5,1971,1971,1,1,4,4,1,376.0,2,2,1,1,471,294,765,765,600,1365,1,1,2,1,2,6,2,0,2,1971.0,2,2,440,1,1,1,240,36,0,0,0,0,0,8,2007,1,1,122500
433,60,100.0,10839,2,3,18,1,6,5,1997,1998,1,1,1,1,2,0.0,1,1,1,1,0,926,926,926,678,1604,2,1,3,1,2,7,1,1,1,1997.0,3,2,470,1,1,1,0,36,0,0,0,0,0,7,2008,1,1,181000
434,180,21.0,1890,1,1,15,5,4,7,1972,1972,1,1,7,7,2,0.0,2,1,1,4,495,135,630,630,0,630,1,0,1,1,2,3,1,0,5,1978.5061638868744,4,0,0,4,3,1,88,0,0,0,0,0,0,6,2008,1,1,81000
435,60,43.0,10667,3,4,1,1,7,6,1996,1996,1,1,1,1,2,0.0,1,1,1,4,385,70,799,827,834,1661,2,1,3,1,1,6,1,1,1,1996.0,1,2,550,1,1,1,158,61,0,0,0,0,0,4,2009,7,1,212000
436,50,40.0,4400,1,1,8,1,6,8,1920,1950,1,1,10,9,2,0.0,3,5,1,1,0,648,648,734,384,1118,1,0,2,1,2,6,1,0,2,1990.0,2,2,440,1,1,1,0,0,0,0,0,0,0,10,2006,1,1,116000
437,45,50.0,6000,1,1,9,1,6,7,1926,2004,1,1,3,6,2,0.0,1,2,1,1,0,884,884,904,0,904,1,0,2,1,2,4,1,0,2,1926.0,2,1,180,1,1,1,0,0,105,0,0,0,0,1,2009,1,1,119000
438,30,40.0,4280,1,1,3,1,5,6,1913,2002,1,1,6,9,2,0.0,1,2,1,1,365,75,440,694,0,694,1,0,2,1,1,4,1,1,2,1990.0,2,1,352,3,1,3,0,0,34,0,0,0,0,3,2007,1,1,90350
439,50,67.0,12354,1,3,16,1,6,8,1920,2000,1,1,3,6,2,0.0,3,2,4,3,0,684,684,684,512,1196,1,0,3,1,1,7,1,0,2,2005.0,2,2,528,1,1,1,0,46,0,0,0,0,800,8,2009,5,1,110000
440,20,105.0,15431,1,1,11,1,10,5,2008,2008,2,1,1,1,3,200.0,1,3,1,2,1767,788,3094,2402,0,2402,2,0,2,1,3,10,1,2,1,2008.0,3,3,672,1,1,1,0,72,0,0,170,0,0,4,2009,1,1,555000
441,90,92.0,12108,1,1,16,3,4,4,1955,1955,1,1,1,1,1,270.0,2,2,1,1,133,1307,1440,1440,0,1440,2,0,4,2,4,8,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,9,2008,1,1,118000
442,50,52.0,6240,1,1,9,1,5,7,1930,1992,1,1,2,2,2,0.0,1,2,1,1,0,1078,1078,1128,445,1573,2,0,3,1,2,8,1,1,2,1930.0,2,2,360,1,1,3,0,0,0,0,0,0,0,6,2008,1,1,162900
443,120,53.0,3922,1,1,22,4,7,5,2006,2007,1,1,6,3,1,72.0,1,3,1,4,0,1258,1258,1258,0,1258,2,0,2,1,1,6,1,1,1,2007.0,3,3,648,1,1,1,144,16,0,0,0,0,0,6,2007,2,3,172500
444,60,70.0,8750,1,1,1,1,7,5,1994,1995,1,1,1,1,2,0.0,1,1,1,1,642,273,915,933,975,1908,2,1,4,1,1,8,1,1,1,1994.0,2,2,493,1,1,1,144,133,0,0,0,0,0,7,2008,1,1,210000
445,20,73.0,9855,1,3,16,1,6,5,1956,1956,2,1,3,6,2,0.0,2,2,1,1,0,1436,1436,1689,0,1689,1,0,3,1,2,7,1,1,1,1956.0,2,2,480,1,1,1,0,0,0,0,0,0,0,11,2009,3,1,127500
446,20,137.0,16492,2,3,12,1,6,6,1966,2002,1,1,5,5,2,0.0,2,2,1,1,247,557,1517,1888,0,1888,2,1,2,1,1,6,5,1,1,1966.0,3,2,578,1,1,1,0,0,0,0,0,0,0,6,2010,1,1,190000
447,60,1978.5061638868744,11214,2,3,18,1,7,5,1998,1999,1,1,1,1,2,0.0,1,1,1,1,0,930,930,956,930,1886,2,1,4,1,1,10,1,1,1,1998.0,3,2,431,1,1,1,89,0,0,0,0,0,0,7,2006,1,1,199900
448,50,50.0,8600,1,1,14,1,6,6,1937,1950,1,1,2,2,2,0.0,3,2,1,1,0,780,780,780,596,1376,2,0,3,1,2,7,1,1,2,1937.0,2,1,198,1,1,2,0,0,0,0,0,0,0,6,2006,1,1,119500
449,50,50.0,6000,1,1,8,1,3,7,1948,2002,1,1,2,2,2,0.0,2,2,1,1,331,318,649,679,504,1183,1,1,2,1,2,6,1,0,2,1981.0,2,1,308,1,1,1,0,176,0,0,0,0,0,6,2007,1,1,120000
450,30,70.0,5684,1,1,8,1,6,8,1930,2005,2,1,3,6,2,0.0,3,2,1,1,0,813,813,813,0,813,1,0,2,1,1,5,1,0,2,1932.0,2,1,270,2,2,2,0,113,0,0,0,0,0,6,2006,1,1,110000
451,20,62.0,70761,2,1,20,1,7,5,1975,1975,1,2,8,5,2,0.0,2,1,1,2,655,878,1533,1533,0,1533,2,0,2,1,1,5,1,2,1,1975.0,2,2,576,1,1,1,200,54,0,0,0,0,0,12,2006,1,1,280000
452,60,1978.5061638868744,9303,2,3,17,1,6,5,1996,1997,2,1,1,1,1,42.0,1,3,1,1,742,130,872,888,868,1756,2,1,3,1,2,7,1,0,1,1996.0,3,2,422,1,1,1,144,122,0,0,0,0,0,7,2007,1,1,204000
453,60,75.0,9000,1,1,6,1,8,5,2008,2008,1,1,1,1,2,0.0,1,1,1,1,0,768,768,786,804,1590,2,1,3,1,1,6,1,0,1,2008.0,1,2,676,1,1,1,0,30,0,0,0,0,0,6,2009,1,1,210000
454,90,63.0,9297,1,1,5,3,5,5,1976,1976,1,1,8,5,2,0.0,2,2,1,1,1606,122,1728,1728,0,1728,2,0,4,2,2,8,1,0,2,1976.0,2,2,560,1,1,1,0,0,0,0,0,0,0,7,2006,1,6,188000
455,20,80.0,9600,1,1,7,1,7,6,1973,1973,2,1,4,4,1,320.0,2,2,1,1,916,326,1242,1242,0,1242,1,1,3,1,2,6,1,1,1,1973.0,2,2,528,1,1,1,0,0,0,0,0,0,0,9,2007,1,1,175500
456,70,34.0,4571,1,1,8,1,5,5,1916,1950,1,1,9,10,2,0.0,3,2,1,1,0,624,624,624,720,1344,1,0,4,1,2,7,1,0,2,1916.0,2,3,513,2,2,1,0,0,96,0,0,0,0,5,2008,3,2,98000
457,20,1978.5061638868744,53227,2,4,20,1,4,6,1954,1994,5,6,8,5,2,0.0,2,1,1,2,1116,248,1364,1663,0,1663,1,0,2,1,1,6,2,2,1,1954.0,3,2,529,1,1,1,224,137,0,0,0,0,0,3,2008,1,1,256000
458,70,1978.5061638868744,5100,1,1,8,1,8,7,1925,1996,2,1,10,3,2,0.0,1,2,1,1,0,588,588,833,833,1666,1,0,3,1,1,7,1,1,2,1925.0,2,1,228,1,1,1,192,63,0,0,0,0,0,6,2008,1,1,161000
459,50,1978.5061638868744,7015,2,3,9,1,5,4,1950,1950,1,1,2,2,4,161.0,2,2,1,1,185,524,709,979,224,1203,1,0,3,1,1,5,1,1,2,1950.0,2,1,352,1,1,1,0,0,248,0,0,0,0,7,2009,1,1,110000
460,60,75.0,8004,2,1,6,1,8,5,2009,2009,1,1,1,1,3,110.0,1,1,1,1,544,288,832,832,1103,1935,2,1,3,1,2,8,1,0,3,2009.0,3,2,552,1,1,1,0,150,0,0,0,0,0,12,2009,2,3,263435
461,70,60.0,7200,1,1,24,1,7,9,1936,2007,1,1,3,6,2,0.0,1,1,2,1,350,0,560,575,560,1135,1,0,3,1,1,6,1,0,2,1971.0,1,2,576,1,1,1,256,0,0,0,0,0,0,4,2009,1,1,155000
