,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
355,356,20,1,105.0,11249,1,3,1,1,1,1,1,1,1,1,2,6,5,1995,1995,1,1,1,1,2,0.0,1,2,1,1,2,1,2,334,2,544,322,1200,1,1,1,1,1200,0,0,1200,1,0,2,0,3,1,1,6,1,0,1,1995.0,1,2,521,1,1,1,0,26,0,0,0,0,0,8,2007,1,1,177500
356,357,20,1,1978.5061638868744,9248,1,2,1,1,1,1,18,1,1,1,2,6,6,1992,1992,1,1,4,4,1,106.0,2,1,1,1,1,1,1,560,1,0,598,1158,1,2,1,1,1167,0,0,1167,1,0,2,0,3,1,1,6,1,0,1,1992.0,1,2,400,1,1,1,120,26,0,0,0,0,0,7,2009,1,1,173000
357,358,120,2,44.0,4224,1,1,1,1,1,1,15,1,1,4,2,5,5,1976,1976,1,1,7,7,2,0.0,2,1,1,1,1,1,2,874,1,0,268,1142,1,3,1,1,1142,0,0,1142,1,0,1,1,3,1,2,6,1,1,1,1976.0,3,2,528,1,1,1,536,90,0,0,0,0,0,8,2007,1,1,134000
358,359,80,1,92.0,6930,1,2,1,1,1,1,20,1,1,1,6,5,4,1958,1958,2,1,3,12,1,120.0,2,1,2,2,1,4,5,300,5,294,468,1062,1,1,1,2,1352,0,0,1352,0,1,1,0,3,1,1,6,4,0,3,1958.0,2,1,288,1,1,1,168,0,294,0,0,0,0,7,2006,1,2,130000
359,360,60,1,78.0,12011,1,2,1,1,4,1,4,1,1,1,1,8,5,1998,1998,1,1,1,1,1,530.0,1,1,1,1,1,4,1,956,1,0,130,1086,1,1,1,1,1086,838,0,1924,1,0,2,1,3,1,1,7,1,1,1,1998.0,1,2,592,1,1,1,208,75,0,0,374,0,0,6,2006,1,1,280000
360,361,85,1,1978.5061638868744,7540,1,2,1,1,4,1,5,1,1,1,5,6,6,1978,1978,1,1,1,1,2,0.0,2,1,2,1,1,4,1,773,1,0,115,888,1,1,1,1,912,0,0,912,1,0,1,0,2,1,2,5,1,1,1,1978.0,1,2,470,1,1,1,0,0,0,0,192,0,0,6,2007,1,1,156000
361,362,50,1,1978.5061638868744,9144,1,1,1,1,1,1,9,1,1,1,3,5,5,1940,1982,1,1,2,2,2,0.0,2,1,2,2,1,1,4,399,1,0,484,883,1,2,1,1,988,517,0,1505,1,0,1,0,3,1,2,8,1,0,2,1940.0,2,1,240,1,1,2,0,0,0,0,0,0,0,7,2008,1,1,145000
362,363,85,1,64.0,7301,1,1,1,1,3,1,16,1,1,1,5,7,5,2003,2003,1,1,4,4,1,500.0,1,1,5,4,3,5,6,0,3,0,0,0,1,1,1,1,495,1427,0,1922,0,0,3,0,4,1,1,7,1,1,3,2003.0,1,2,672,1,1,1,0,0,177,0,0,0,0,7,2009,4,1,198500
363,364,160,2,21.0,1680,1,1,1,1,1,1,23,1,1,5,1,6,8,1972,2007,1,1,4,4,1,510.0,2,1,2,2,1,1,2,162,1,0,321,483,1,2,1,1,483,504,0,987,0,0,1,1,2,1,1,5,1,0,2,1972.0,2,1,264,1,1,1,250,0,0,0,0,0,0,5,2009,1,1,118000
364,365,60,1,1978.5061638868744,18800,1,2,1,1,2,1,7,1,1,1,1,6,5,1976,1976,1,1,4,4,1,120.0,2,1,1,1,1,3,1,712,1,0,84,796,1,3,1,1,790,784,0,1574,1,0,2,1,3,1,2,6,1,1,1,1976.0,3,2,566,1,1,1,306,111,0,0,0,0,0,7,2006,1,1,190000
365,366,70,2,59.0,10690,1,1,1,1,1,1,14,1,1,1,1,5,7,1920,1997,2,1,1,1,2,0.0,2,2,2,2,4,1,4,456,1,0,216,672,1,2,1,3,672,672,0,1344,0,0,1,0,3,1,2,6,1,0,2,1964.0,2,1,468,1,2,1,0,128,218,0,0,0,0,7,2009,1,1,147000
366,367,20,1,1978.5061638868744,9500,1,2,1,1,1,1,12,1,1,1,2,6,5,1963,1963,1,1,8,5,1,247.0,2,1,2,1,1,1,5,609,1,0,785,1394,1,2,1,1,1394,0,0,1394,1,0,1,1,3,1,2,6,1,2,1,1963.0,1,2,514,1,1,1,0,76,0,0,185,0,0,7,2009,1,1,159000
367,368,80,1,101.0,9150,1,2,1,1,3,1,12,1,1,1,6,6,5,1962,1962,1,6,8,5,1,305.0,2,1,2,1,1,2,1,371,1,0,728,1099,1,2,1,1,1431,0,0,1431,0,1,1,0,3,1,2,6,1,1,6,1962.0,1,1,296,1,1,1,64,110,0,0,0,0,0,12,2008,1,1,165000
368,369,20,1,78.0,7800,1,1,1,1,1,1,12,1,1,1,2,5,6,1954,1954,1,1,4,4,1,200.0,2,1,1,2,1,1,7,540,1,0,728,1268,1,2,1,1,1268,0,0,1268,0,0,1,0,2,1,2,7,1,1,1,1954.0,3,1,244,1,1,1,0,98,0,0,0,0,0,3,2010,1,1,132000
369,370,20,1,1978.5061638868744,9830,1,2,1,1,3,1,12,1,1,1,2,5,7,1959,2006,1,1,3,6,2,0.0,2,2,2,2,1,1,2,72,5,258,733,1063,1,1,1,1,1287,0,0,1287,1,0,1,0,3,1,1,7,1,1,2,1997.0,3,2,576,1,1,1,364,17,0,0,182,0,0,3,2010,1,1,162000
370,371,60,1,1978.5061638868744,8121,1,2,1,1,1,1,18,1,1,1,1,6,5,2000,2000,1,1,1,1,2,0.0,2,1,1,1,1,1,3,0,1,0,953,953,1,1,1,1,953,711,0,1664,0,0,2,1,3,1,2,7,1,1,1,2000.0,1,2,460,1,1,1,100,40,0,0,0,0,0,1,2006,1,1,172400
371,372,50,1,80.0,17120,1,1,1,1,1,1,20,2,1,1,3,4,4,1959,1959,1,1,6,5,2,0.0,2,1,2,4,3,5,6,0,3,0,0,0,1,3,1,1,1120,468,0,1588,0,0,2,0,4,1,2,7,4,1,2,1991.0,3,2,680,1,1,2,0,59,0,0,0,0,0,7,2008,1,1,134432
372,373,120,1,50.0,7175,1,1,1,1,1,1,13,1,1,4,2,6,5,1984,1984,1,1,8,5,2,0.0,2,1,2,1,1,1,2,623,6,121,0,744,1,3,1,1,752,0,0,752,1,0,1,0,2,1,2,4,1,0,1,1984.0,2,1,264,1,1,1,353,0,0,0,90,0,0,2,2010,1,1,125000
373,374,20,1,79.0,10634,1,1,1,1,1,1,12,1,1,1,2,5,6,1953,1953,1,1,2,2,2,0.0,2,1,1,2,1,1,5,428,6,180,0,608,1,3,1,1,1319,0,0,1319,1,0,1,0,3,1,2,5,4,0,1,1953.0,2,1,270,1,1,1,66,0,0,0,0,0,0,11,2009,1,1,123000
374,375,60,1,65.0,8200,1,1,1,1,1,1,1,1,1,1,1,7,5,2003,2004,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,847,847,1,1,1,1,847,1081,0,1928,0,0,2,1,4,1,1,8,1,1,3,2003.0,3,2,434,1,1,1,100,48,0,0,0,0,0,7,2007,1,1,219500
375,376,30,1,1978.5061638868744,10020,1,2,3,1,1,3,16,1,1,1,2,1,1,1922,1950,1,1,3,6,2,0.0,4,3,3,5,5,2,5,350,1,0,333,683,1,2,2,3,904,0,0,904,1,0,0,1,1,1,4,4,3,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,3,2009,1,1,61000
376,377,85,1,57.0,8846,1,2,1,1,4,1,1,1,1,1,5,5,5,1996,1996,1,1,1,1,2,0.0,1,1,1,1,1,4,1,298,1,0,572,870,1,1,1,1,914,0,0,914,0,0,1,0,2,1,2,5,1,0,2,1998.0,2,2,576,1,1,1,0,0,0,0,0,0,0,7,2006,1,1,148000
377,378,60,4,102.0,11143,1,2,1,1,3,1,6,1,1,1,1,8,5,2004,2005,1,1,7,7,2,0.0,1,1,1,1,1,1,3,0,1,0,1580,1580,1,1,1,1,1580,886,0,2466,0,0,3,0,4,1,1,8,1,1,1,2004.0,1,2,610,1,1,1,159,214,0,0,0,0,0,12,2007,1,1,340000
378,379,20,1,88.0,11394,1,1,1,1,3,1,19,1,1,1,2,9,2,2010,2010,2,1,1,1,3,350.0,1,1,1,3,1,4,1,1445,1,0,411,1856,1,1,1,1,1856,0,0,1856,1,0,1,1,1,1,3,8,1,1,1,2010.0,3,3,834,1,1,1,113,0,0,0,0,0,0,6,2010,2,3,394432
379,380,60,1,60.0,8123,1,2,1,1,1,1,18,7,1,1,1,6,5,2000,2000,1,1,1,1,1,16.0,2,1,1,1,1,1,3,0,1,0,982,982,1,1,1,1,1007,793,0,1800,0,0,2,1,3,1,2,7,1,1,1,2000.0,3,2,463,1,1,1,100,63,0,0,0,0,0,6,2009,1,1,179000
380,381,50,1,50.0,5000,1,1,1,1,1,1,24,1,1,1,3,5,6,1924,1950,1,1,5,6,2,0.0,2,1,3,2,1,1,7,218,1,0,808,1026,1,3,1,1,1026,665,0,1691,0,0,2,0,3,1,1,6,1,1,2,1924.0,2,1,308,1,1,1,0,0,242,0,0,0,0,5,2010,1,1,127000
381,382,20,4,60.0,7200,1,1,1,1,1,1,6,1,1,1,2,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,1,2,1,3,0,1,0,1293,1293,1,1,1,1,1301,0,0,1301,1,0,2,0,2,1,1,5,1,1,1,2006.0,1,2,572,1,1,1,216,121,0,0,0,0,0,8,2006,2,3,187750
382,383,60,1,79.0,9245,1,2,1,1,1,1,1,1,1,1,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,1,1,4,3,0,1,0,939,939,1,1,1,1,939,858,0,1797,0,0,2,1,3,1,1,8,1,0,1,2006.0,1,2,639,1,1,1,144,53,0,0,0,0,0,4,2007,1,1,213500
383,384,45,5,60.0,9000,1,1,1,1,3,1,13,1,1,1,4,6,3,1928,1950,1,1,3,6,2,0.0,2,1,3,5,4,1,3,0,1,0,784,784,1,3,2,3,784,0,0,784,0,0,1,0,2,1,2,5,1,0,2,1950.0,2,2,360,2,2,2,0,0,91,0,0,0,0,10,2009,1,1,76000
384,385,60,1,1978.5061638868744,53107,1,3,3,1,3,2,20,2,1,1,1,6,5,1992,1992,1,1,4,4,2,0.0,1,1,1,1,1,4,1,985,1,0,595,1580,1,1,1,1,1079,874,0,1953,1,0,2,1,3,1,1,9,1,2,1,1992.0,3,2,501,1,1,1,216,231,0,0,0,0,0,6,2007,1,1,240000
385,386,120,1,43.0,3182,1,1,1,1,1,1,22,1,1,4,2,8,5,2004,2005,1,1,1,1,1,16.0,1,1,1,1,1,1,1,24,1,0,1232,1256,1,1,1,1,1269,0,0,1269,0,0,2,0,2,1,1,6,1,1,1,2004.0,3,2,430,1,1,1,146,20,0,0,144,0,0,4,2010,1,1,192000
386,387,50,1,58.0,8410,1,1,1,1,2,1,16,2,1,1,3,5,3,1910,1996,3,1,3,1,2,0.0,2,3,1,2,1,1,3,0,1,0,658,658,1,3,1,1,658,526,0,1184,0,0,1,0,5,1,2,8,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,151,0,0,0,0,0,5,2006,1,4,81000
387,388,80,1,72.0,7200,1,1,1,1,1,1,16,1,1,1,6,6,6,1976,1976,2,1,2,2,1,255.0,2,1,2,2,1,4,2,631,1,0,410,1041,1,1,1,1,1125,0,0,1125,1,0,1,0,3,1,2,6,1,1,2,1977.0,2,1,352,1,1,1,296,0,0,0,0,0,0,10,2009,1,2,125000
388,389,20,1,93.0,9382,1,2,1,1,4,1,1,1,1,1,2,7,5,1999,2000,1,1,1,1,1,125.0,1,1,1,1,1,1,3,0,1,0,1468,1468,1,1,1,1,1479,0,0,1479,0,0,2,0,3,1,1,6,1,0,1,1999.0,1,2,577,1,1,1,120,25,0,0,0,0,0,7,2008,1,1,191000
389,390,60,1,96.0,12474,1,1,1,1,1,1,11,1,1,1,1,10,5,2007,2008,1,1,1,1,3,272.0,3,1,1,3,1,4,1,1280,1,0,402,1682,1,1,1,1,1742,590,0,2332,1,0,2,1,3,1,3,9,1,1,3,2008.0,3,3,846,1,1,1,196,134,0,0,0,0,0,8,2008,2,3,426000
390,391,50,1,50.0,8405,1,1,1,1,1,1,16,1,1,1,3,5,8,1900,1950,1,1,2,2,2,0.0,2,1,3,2,2,1,4,241,2,391,229,861,1,1,1,1,961,406,0,1367,1,0,1,0,4,1,2,7,1,0,2,1978.0,2,1,384,1,1,1,0,130,112,0,0,0,0,4,2008,1,1,119000
391,392,60,1,71.0,12209,1,2,1,1,4,1,5,1,1,1,1,6,5,2001,2002,1,1,1,1,2,0.0,2,1,1,3,1,1,2,690,1,0,114,804,1,1,1,1,804,1157,0,1961,1,0,2,1,3,1,1,7,1,1,3,2001.0,3,2,560,1,1,1,125,192,0,0,0,0,0,6,2009,1,1,215000
392,393,20,1,1978.5061638868744,8339,1,2,1,1,1,1,12,1,1,1,2,5,7,1959,1959,1,1,2,2,2,0.0,2,1,5,4,3,5,6,0,3,0,0,0,1,3,1,1,882,0,0,882,0,0,1,0,3,1,2,5,1,0,1,1959.0,1,1,294,1,1,1,0,0,0,0,0,0,1200,7,2007,1,1,106500
393,394,30,1,1978.5061638868744,7446,1,1,1,1,3,1,9,2,1,1,2,4,5,1941,1950,1,1,6,3,2,0.0,2,1,2,2,1,1,4,266,1,0,522,788,1,3,1,3,788,0,0,788,0,0,1,0,2,1,2,4,1,2,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2006,1,2,100000
394,395,50,1,60.0,10134,1,1,1,1,1,1,8,1,1,1,3,5,6,1940,1950,1,1,2,2,2,0.0,2,1,2,2,1,1,3,0,1,0,735,735,1,2,1,3,735,299,0,1034,0,0,1,0,2,1,2,5,1,0,2,1940.0,2,1,240,1,1,1,0,39,0,0,0,0,0,7,2007,1,1,109000
395,396,20,1,68.0,9571,1,1,1,1,1,1,16,1,1,1,2,5,6,1956,1956,1,1,3,6,2,0.0,2,1,2,2,1,4,5,739,1,0,405,1144,1,3,1,1,1144,0,0,1144,1,0,1,0,3,1,2,6,1,0,1,1956.0,2,1,596,1,1,1,44,0,0,0,0,0,0,6,2010,1,1,129000
396,397,20,1,60.0,7200,1,1,3,1,1,1,1,1,1,1,2,5,5,1972,1972,2,1,2,2,2,0.0,2,1,2,2,1,4,4,777,1,0,117,894,1,3,1,1,894,0,0,894,0,0,1,0,2,1,2,6,1,0,2,1985.0,1,2,600,1,1,1,215,0,0,0,0,0,0,9,2009,1,1,123000
397,398,60,1,69.0,7590,1,1,1,1,1,1,12,3,1,1,1,5,5,1962,1962,1,1,1,1,1,288.0,2,1,2,2,1,1,2,540,1,0,324,864,1,3,1,1,876,936,0,1812,0,0,2,0,4,1,2,8,1,1,1,1962.0,1,1,264,1,1,1,0,168,0,0,0,0,0,7,2007,1,1,169500
398,399,30,2,60.0,8967,1,1,1,1,3,1,14,1,1,1,2,5,2,1920,1950,1,1,2,2,2,0.0,2,3,3,5,5,1,3,0,1,0,961,961,1,2,1,5,1077,0,0,1077,0,0,1,0,2,1,2,6,6,0,2,1920.0,2,1,338,6,5,2,0,0,0,0,0,0,0,11,2007,1,2,67000
399,400,60,4,65.0,8125,1,1,1,1,1,1,6,1,1,1,1,7,5,2006,2007,1,1,7,7,3,100.0,1,1,1,1,1,1,1,812,1,0,280,1092,1,1,1,1,1112,438,0,1550,1,0,2,0,2,1,1,7,1,0,1,2007.0,3,2,438,1,1,1,0,168,0,0,0,0,0,10,2009,1,1,241000
400,401,120,1,38.0,14963,1,3,1,1,1,1,2,1,1,4,2,8,5,1996,1996,1,1,5,8,2,0.0,1,1,1,1,1,1,1,786,1,0,474,1260,1,1,1,1,1288,0,0,1288,1,0,1,1,1,1,3,4,1,2,1,1996.0,3,2,500,1,1,1,120,30,0,0,224,0,0,12,2008,1,1,245500
401,402,20,1,65.0,8767,1,2,1,1,1,1,1,1,1,1,2,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,1,4,1,24,1,0,1286,1310,1,1,1,1,1310,0,0,1310,0,0,2,0,3,1,1,6,1,1,1,2005.0,3,2,400,1,1,1,0,0,0,0,0,0,0,7,2006,2,3,164990
402,403,30,1,60.0,10200,1,1,1,1,1,1,10,1,1,1,2,5,8,1940,1997,1,1,3,6,2,0.0,2,1,1,2,1,1,3,0,1,0,672,672,1,1,1,1,672,0,0,672,0,0,1,0,2,1,2,4,1,0,2,1940.0,2,1,240,1,1,2,168,0,0,0,0,0,0,8,2008,1,1,108000
403,404,60,1,93.0,12090,1,1,1,1,3,1,4,1,1,1,1,8,5,1998,1998,2,1,1,1,1,650.0,1,1,1,1,1,1,3,0,1,0,1141,1141,1,2,1,1,1165,1098,0,2263,0,0,2,1,4,1,1,10,1,1,3,1998.0,3,2,420,1,1,1,144,123,0,0,0,0,0,7,2006,1,2,258000
404,405,60,1,1978.5061638868744,10364,1,2,1,1,1,1,18,1,1,1,1,6,5,1995,1996,1,1,2,2,2,0.0,2,1,1,1,1,1,3,0,1,0,806,806,1,2,1,1,806,766,0,1572,0,0,2,1,3,1,2,7,1,1,3,1995.0,3,2,373,1,1,1,0,40,0,0,0,0,0,5,2007,1,1,168000
405,406,20,1,1978.5061638868744,9991,1,2,1,1,3,1,10,2,1,1,2,4,4,1976,1993,1,1,8,5,2,0.0,2,1,2,2,1,1,5,1116,1,0,165,1281,1,1,1,1,1620,0,0,1620,1,0,2,0,3,1,2,8,2,1,1,1993.0,2,2,490,1,1,1,120,78,0,0,0,0,0,6,2009,1,1,150000
406,407,50,1,51.0,10480,1,1,1,1,1,1,24,1,1,1,3,6,5,1936,1950,1,1,2,2,2,0.0,2,1,3,2,1,1,3,0,1,0,1064,1064,1,1,1,3,1166,0,473,1639,0,0,1,0,3,1,2,6,6,0,2,1936.0,2,1,240,1,1,1,0,0,0,0,0,0,0,3,2008,1,1,115000
407,408,70,1,63.0,15576,1,1,1,1,1,1,3,1,1,1,1,6,7,1915,1976,1,1,3,5,2,0.0,2,1,3,1,1,1,3,0,1,0,840,840,1,1,1,1,840,840,0,1680,0,0,2,0,4,1,2,8,1,0,1,1960.0,2,1,308,1,1,1,0,0,160,0,0,0,0,3,2008,1,1,177000
408,409,60,1,109.0,14154,1,1,1,1,3,1,11,1,1,1,1,7,5,2006,2006,1,1,1,1,1,350.0,1,1,1,3,2,1,3,0,1,0,1063,1063,1,1,1,1,1071,1101,0,2172,0,0,2,1,3,1,1,9,1,1,1,2006.0,1,3,947,1,1,1,192,62,0,0,0,0,0,8,2007,2,3,280000
409,410,60,4,85.0,10800,1,1,1,1,1,1,6,1,1,1,1,8,5,2007,2008,1,1,1,1,3,100.0,1,1,1,3,1,1,1,789,1,0,245,1034,1,1,1,1,1050,1028,0,2078,1,0,2,1,3,1,3,8,1,1,1,2008.0,3,3,836,1,1,1,0,102,0,0,0,0,0,4,2008,2,3,339750
410,411,20,1,68.0,9571,1,1,1,1,1,1,16,1,1,1,2,5,3,1958,1958,1,1,11,11,2,0.0,2,3,2,2,4,1,3,0,1,0,1276,1276,1,3,1,3,1276,0,0,1276,0,0,1,0,3,1,2,5,5,0,1,1958.0,2,1,350,1,1,1,0,0,0,0,0,0,0,6,2009,3,2,60000
411,412,190,1,100.0,34650,1,1,2,1,1,1,18,1,1,2,2,5,5,1955,1955,2,1,3,6,2,0.0,2,1,2,2,1,3,4,1056,1,0,0,1056,1,3,2,1,1056,0,0,1056,1,0,1,0,3,1,2,5,1,0,1,1955.0,3,2,572,1,1,1,264,0,0,0,0,0,0,1,2006,1,1,145000
412,413,20,4,1978.5061638868744,4403,1,3,1,1,1,1,6,1,1,1,2,7,5,2009,2009,1,1,2,2,3,432.0,3,1,1,3,1,4,1,578,1,0,892,1470,1,1,1,1,1478,0,0,1478,1,0,2,1,2,1,1,7,1,1,1,2009.0,3,2,484,1,1,1,0,144,0,0,0,0,0,6,2010,2,3,222000
413,414,30,2,56.0,8960,1,1,1,1,1,1,8,4,1,1,2,5,6,1927,1950,1,1,6,3,2,0.0,2,1,2,2,1,1,3,0,1,0,1008,1008,1,2,1,3,1028,0,0,1028,0,0,1,0,2,1,2,5,1,1,2,1927.0,2,2,360,1,1,1,0,0,130,0,0,0,0,3,2010,1,1,115000
414,415,60,1,59.0,11228,1,3,1,1,4,1,13,1,1,1,1,7,5,1993,1993,1,1,1,1,2,0.0,1,1,1,1,1,1,5,50,7,531,499,1080,1,1,1,1,1080,1017,0,2097,0,1,2,1,3,1,1,9,1,1,1,1993.0,2,3,678,1,1,1,196,187,0,0,0,0,0,12,2008,1,1,228000
415,416,20,1,73.0,8899,1,2,1,1,1,1,18,1,1,1,2,7,5,2007,2007,1,1,1,1,2,0.0,1,1,1,1,1,4,1,24,1,0,1316,1340,1,1,1,1,1340,0,0,1340,0,0,2,0,3,1,1,6,1,0,1,2007.0,3,2,396,1,1,1,100,30,0,0,0,0,0,8,2007,2,3,181134
416,417,60,1,74.0,7844,1,1,1,1,1,1,10,1,1,1,1,6,7,1978,1978,2,1,4,4,1,203.0,2,1,2,2,1,1,2,209,1,0,463,672,1,3,1,1,672,728,0,1400,0,0,1,1,3,1,2,6,1,1,1,1978.0,3,2,440,1,1,1,0,0,0,0,0,0,0,3,2006,1,1,149500
417,418,70,1,86.0,22420,1,2,1,1,1,1,3,2,1,1,1,6,6,1918,1950,2,1,3,9,2,0.0,2,1,3,1,1,1,5,1128,1,0,242,1370,2,3,2,3,1370,1254,0,2624,1,0,2,1,4,1,2,10,1,1,2,1918.0,2,3,864,1,1,2,0,0,0,0,0,0,0,11,2007,1,1,239000
418,419,50,1,60.0,8160,1,1,1,1,1,1,16,1,1,1,3,5,6,1940,1950,1,1,2,2,2,0.0,2,1,3,2,1,1,2,312,1,0,444,756,1,4,2,2,756,378,0,1134,1,0,1,1,3,1,2,7,1,0,2,1940.0,2,1,240,1,1,3,0,0,0,0,0,0,0,4,2007,1,4,126000
419,420,20,1,65.0,8450,1,1,1,1,1,1,12,1,1,1,2,5,6,1968,1968,1,1,1,1,2,0.0,2,1,2,2,1,1,5,775,1,0,281,1056,1,1,1,1,1056,0,0,1056,1,0,1,0,3,1,2,6,1,1,1,1968.0,2,1,304,1,1,1,0,85,184,0,0,0,0,7,2010,1,1,142000
420,421,90,2,78.0,7060,1,1,1,1,1,1,5,1,1,3,5,7,5,1997,1998,1,1,1,1,1,200.0,2,2,1,1,2,2,1,1309,1,0,35,1344,1,1,1,1,1344,0,0,1344,2,0,2,0,2,2,2,8,1,0,1,1997.0,3,4,784,1,1,1,0,0,0,0,0,0,0,11,2008,1,5,206300
421,422,20,1,1978.5061638868744,16635,1,2,1,1,2,1,7,1,1,1,2,6,7,1977,2000,1,1,7,7,3,126.0,1,1,2,1,1,1,2,1246,1,0,356,1602,1,2,1,1,1602,0,0,1602,0,1,2,0,3,1,1,8,1,1,1,1977.0,3,2,529,1,1,1,240,0,0,0,0,0,0,6,2009,1,1,215000
422,423,20,1,100.0,21750,1,1,4,1,1,2,5,4,1,1,2,5,5,1954,1954,2,1,4,4,2,0.0,2,1,2,2,1,1,3,0,1,0,988,988,1,1,1,3,988,0,0,988,0,0,1,0,2,1,2,4,1,0,1,1954.0,1,2,520,1,1,2,0,0,0,0,0,0,0,2,2008,1,1,113000
423,424,60,1,80.0,9200,1,1,1,1,1,1,4,1,1,1,1,8,5,1998,1998,1,1,1,1,1,473.0,1,1,1,1,1,1,1,986,1,0,484,1470,1,2,1,1,1470,1160,0,2630,1,0,2,1,4,1,1,8,1,1,1,1998.0,3,3,696,1,1,1,0,66,0,0,0,0,0,6,2008,1,1,315000
424,425,20,1,72.0,9000,1,1,1,1,1,1,12,1,1,1,2,6,5,1956,1956,1,1,3,6,1,74.0,2,1,2,1,1,1,7,616,1,0,580,1196,1,2,1,3,1196,0,0,1196,1,0,1,0,2,1,2,6,1,1,1,1956.0,1,1,297,1,1,1,0,44,0,0,0,0,0,5,2008,1,1,139000
425,426,60,2,60.0,3378,1,1,4,1,1,1,8,1,1,1,1,7,8,1946,1992,1,1,4,4,2,0.0,2,2,2,2,1,1,3,0,1,0,651,651,1,2,1,1,707,682,0,1389,0,0,1,1,3,1,2,6,1,2,2,1947.0,2,1,240,1,1,3,0,0,126,0,0,0,0,9,2009,1,1,135000
426,427,80,1,1978.5061638868744,12800,1,1,3,1,1,2,13,1,1,1,6,7,5,1989,1989,1,1,3,6,1,145.0,1,1,1,1,1,2,1,1518,1,0,0,1518,1,2,1,1,1644,0,0,1644,1,1,2,0,2,1,1,5,1,1,1,1989.0,3,2,569,1,1,1,80,0,0,0,396,0,0,8,2009,1,1,275000
427,428,20,1,77.0,8593,1,2,1,1,1,1,12,1,1,1,2,4,6,1957,1957,2,1,2,2,2,0.0,2,1,2,2,1,1,4,288,1,0,619,907,1,1,1,1,907,0,0,907,0,0,1,0,3,1,2,5,1,0,2,1964.0,2,1,352,1,1,1,0,0,0,0,0,0,0,7,2008,1,1,109008
428,429,20,1,64.0,6762,1,1,1,1,1,1,1,1,1,1,2,7,5,2007,2007,1,1,1,1,1,108.0,1,1,1,1,1,1,1,664,1,0,544,1208,1,1,1,1,1208,0,0,1208,1,0,2,0,2,1,1,6,1,0,1,2007.0,1,2,628,1,1,1,105,54,0,0,0,0,0,9,2007,2,3,195400
429,430,20,1,130.0,11457,1,2,1,1,3,1,17,1,1,1,2,6,5,1988,1988,1,1,4,4,2,0.0,2,1,2,1,1,3,1,1005,1,0,387,1392,1,3,1,1,1412,0,0,1412,1,0,2,0,3,1,1,6,1,1,1,1988.0,2,2,576,1,1,1,0,0,169,0,0,0,0,3,2009,1,1,175000
430,431,160,2,21.0,1680,1,1,1,1,1,1,23,1,1,5,1,6,5,1971,1971,1,1,4,4,1,232.0,2,1,2,2,1,1,2,387,1,0,96,483,1,3,1,1,483,504,0,987,0,0,1,1,2,1,2,4,1,0,2,1971.0,2,1,264,1,1,1,0,0,0,0,0,0,0,7,2008,3,2,85400
431,432,50,2,60.0,5586,1,2,2,1,1,1,8,2,1,1,3,6,7,1920,1998,1,1,2,2,2,0.0,2,1,3,2,1,1,3,0,1,0,901,901,1,2,1,1,1088,110,0,1198,0,0,1,0,4,1,2,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,98,0,0,0,0,0,9,2008,4,2,79900
432,433,160,2,24.0,1920,1,1,1,1,1,1,23,1,1,4,1,5,5,1971,1971,1,1,4,4,1,376.0,2,1,2,2,1,1,2,471,1,0,294,765,1,1,1,1,765,600,0,1365,1,0,1,1,2,1,2,6,2,0,2,1971.0,2,2,440,1,1,1,240,36,0,0,0,0,0,8,2007,1,1,122500
433,434,60,1,100.0,10839,1,2,1,1,3,1,18,1,1,1,1,6,5,1997,1998,1,1,1,1,2,0.0,2,1,1,1,1,1,3,0,1,0,926,926,1,1,1,1,926,678,0,1604,0,0,2,1,3,1,2,7,1,1,1,1997.0,3,2,470,1,1,1,0,36,0,0,0,0,0,7,2008,1,1,181000
